Orthogroup,Gafu_body1,Gafu_body2,Gafu_body3,Gafu_tentacle_c1,Gafu_tentacle_c2,Gafu_tentacle_c3,Gafu_tentacle_sw1,Gafu_tentacle_sw2,Gafu_tentacle_sw3,Acte_acrorhagi1,Acte_acrorhagi2,Acte_acrorhagi3,Acte_mesentries1,Acte_mesentries2,Acte_mesentries3,Acte_tentacles1,Acte_tentacles2,Acte_tentacles3,Ando_tentacles,Chfle_tentacles,Chfus_tentacles,Cyca_tentacles,Enqua_tentacles1,Enqua_tentacles2,Enqua_tentacles3,Enqua_tentacles4,Enqua_tentacles5,Enqua_tentacles6,Heau_tentacles1,Heau_tentacles2,Heau_tentacles3,Heau_tentacles4,Heau_tentacles5,Hecri_tentacles1,Hecri_tentacles2,Hecri_tentacles3,Hecri_tentacles4,Hehe_body,Hehe_nematosomes,Hehe_tentalce_exo1,Hehe_tentalce_exo2,Hemag_tentacles1,Hemag_tentacles2,Hemag_tentacles3,Hemag_tentacles4,Hemag_tentacles5,Hyva_body1,Hyva_body2,Hyva_body3,Hyva_tentacle_1,Hyva_tentacle_2,Hyva_tentacle_3,Mado_tentacle_i1,Mado_tentacle_i2,Mado_tentacle_o1,Mado_tentacle_o2,Neno_tentacles,Neva_mesentries1,Neva_mesentries2,Neva_mesentries3,Neva_nematosomes1,Neva_nematosomes2,Neva_nematosomes3,Neva_tentacles1,Neva_tentacles2,Neva_tentacles3,Oula_tentacles1,Oula_tentacles2,Oula_tentacles3,Sama_tentacles,Stgag_tentacles1,Stgag_tentacles2,Stgag_tentacles3,Stgag_tentacles4,Sthad_tentacles1,Sthad_tentacles2,Sthad_tentacles3,Stmer_tentacles1,Stmer_tentacles2,Stmer_tentacles3,Stmer_tentacles4,Cebra_tentacles,Exadia_tentacles1,Exadia_tentacles2,Exadia_tentacles3,Golob_tentacles,Gonor_tentacles,Gopla_tentacles,Isnoc_tentacles,Pabor_tentacles
OG0006302,14.9828778,16.09344996,16.14183084,9.367170479999999,10.674467239999998,14.09050584,14.14455952,18.42266112,18.66339044,3.893380172,3.640648341,4.009942475,2.2604480799999997,2.181489255,2.435598891,5.365342246000001,4.8811391749999995,4.352528389,7.672237575,3.154209114,3.43084799,3.3099313280000002,6.005201664000001,24.593214072000002,2.4727463096,6.554513223999999,11.318085856000001,4.014248168,12.6204897,10.510229184,10.461143783999999,14.208291551999999,15.184077636,8.845053056,9.668646624,9.897564712,13.593130488,9.562089689999999,9.63422775,7.78463865,7.58293083,7.857167732,9.08398243,6.830437121999999,3.5570398869999997,7.461057028,20.526457079,16.743053918,30.52804117,23.591479041,23.737587615,17.805837911,3.6335840640000003,2.0924958375999996,2.1036880596,2.612918012,11.8569645,12.643451954000001,10.932403832,12.802892410000002,11.472771351999999,10.809940105999999,14.436089164,20.718101865999998,15.135843743999999,17.187825326,12.608345555,8.593228085,11.308862045,8.957729723,8.807138994999999,9.528671315,10.091492479,10.370210292,12.194403906,18.566650128,17.756982395999998,9.427737702,11.438012556,15.31548071,11.886408687,2.99819636,19.322323472,23.073978892,21.379508568000002,17.72092868,13.862262719999999,15.704566659,6.836547795,4.25518338
OG0005617,6.9305002799999995,10.03040184,7.1902740000000005,3.9811102599999995,5.61611252,6.04582712,8.72039024,10.350226200000002,9.080937200000001,1.1955447151999998,0.7113692003,0.8625949574,0.5136563024999999,0.5077063046,0.4979684028,1.9448459470000001,2.488548997,1.8782004593,2.6058989500000003,13.407091782,2.82404772,3.133130572,8.824954488,10.79050952,2.1973439264,5.285601776000001,5.939716887999999,3.7583795760000003,16.976708112,16.925152608,24.8292954,22.063792296000003,11.315673096000001,5.753239632,10.655655079999999,12.597169928,9.50233088,6.184817369999999,6.848021340000001,7.45030926,4.845337109999999,3.758613828,6.540296175000001,3.652105188,2.638846653,4.422168995,4.123789514,3.852946573,7.935223501,13.560347426,14.489437298999999,19.983760065000002,1.3213256556,0.6361281356,0.58917546,1.1760329748,4.108891275,3.2142523140000003,2.2911182377999997,1.4201173462,9.800221746,10.214014048,13.546218126000001,5.253899419999999,4.79255798,2.72866909,3.3386819699999997,3.070071615,4.168297379999999,12.281923314,5.773069635,10.495732259,7.593316593000001,9.498596654,6.204822156,12.602447819999998,8.762695404,6.776413129,17.080862523,11.992955592,19.772797801,0.345708536,20.805554562,21.412887228000002,21.411986533999997,8.178117108,7.68058055,7.816867824,0.4130466879,1.2744749605
OG0002375,3.58443972,3.6677934119999995,4.0775681200000005,2.7806485320000003,3.3575277199999998,3.6834057679999996,3.1534811560000002,3.920569328,5.04344336,1.4078347899,1.3520167298,1.3600588716000002,0.9036832222,0.9787121234,1.0467544934000002,1.7389891618,1.8003926314,1.5885264967000001,1.1494026875,2.6830945680000005,2.02919291,1.86360702,2.7206081056,6.289050432,1.5604774415999998,3.6709153600000004,4.567118304,2.0797888104,5.372919552,8.788630032,10.282916279999998,6.026610408,4.6346118,2.7631152472,6.337933672,6.6126104240000005,3.793134352,3.5403398999999998,4.20479343,5.806344869999999,4.338880830000001,3.191550417,3.454113234,3.780898225,2.6100734707,3.789678848,1.2903420582999998,1.1860269402999999,2.7467232258,1.6049389279000001,1.0995807717000001,2.2588042879,3.606181132,1.503819742,1.9050155603999999,2.849308672,2.189007675,4.462383814,3.398602004,3.3611981060000002,10.403916921999999,9.197140624,13.505236695999999,4.5676006319999995,3.39344929,1.9339043373999998,2.834264745,2.6881401300000003,2.96002356,0.6524379446999999,2.7021417826999996,6.367620053,5.436765497,6.122350972999999,4.237664616,5.7955744739999995,4.543522002,4.046834275,10.788840696000001,4.666694497,4.483242006,0.400112714,12.887129752,16.102501368,14.176976542,7.260246700000001,8.63463003,7.565199483000001,0.3072458543,0.5008826550000001
OG0004342,4.756561759999999,0,0,0,0,0,0,0,0,0.8767609125000001,0.797918671,1.1018836509999999,0.11289246639000002,0.17503274371,0.17275724576,2.8026037489999998,2.3558133829999997,2.181849604,3.017618075,2.99543692,2.8313710249999997,2.7970180919999996,2.040825892,2.1502939696000003,2.3460958919999997,0.9786677095999999,1.3363115752,1.1765698896,9.068986836,10.718667960000001,8.029548072,17.43608412,6.008306304,12.829955823999999,6.911804087999999,12.120462591999999,11.439229312,3.1688361,4.42466793,3.4049308499999995,3.83872041,9.065121525,2.6999179464,3.996483124,3.5190327860000004,3.534501898,11.803926880999999,15.513461232000001,4.568687594,12.192707135000001,14.605829827,3.4864393099999997,3.443701372,3.2743398240000006,3.44722922,2.1462706756,3.3207545250000003,5.202852844,2.9495683419999996,1.4401461858000002,1.4430215604,1.3444418651999999,1.8864166048,3.1356000059999998,1.7317924679999999,1.5646816766,1.601595606,2.367776398,2.9725824700000003,6.736225438999999,4.341944019,3.0213873913000002,5.224458505,3.9253758989999996,4.366568106,4.75254294,4.6068535740000005,4.7586455249999995,4.613675798,8.19586966,4.162282567,2.7743638799999997,11.518392764000001,12.540044670000002,11.392772442,5.2166285199999995,5.132352190000001,7.257519255,5.1636287780000005,3.3128098850000005
OG0002194,128.401802,137.20679800000002,147.529268,64.77243560000001,87.2241624,98.7403516,115.73606040000001,123.8866584,111.0738292,57.91020399999999,61.740925839999996,63.501972599999995,37.77771734,41.98468592999999,46.10008348,59.81093898999999,64.14996489,60.278120869999995,59.92856425,72.45032424,33.415235,44.663197919999995,42.61429648,61.419277359999995,56.9564044,65.69689504,87.20430040000001,35.7567112,76.77716591999999,57.53885591999999,63.84617148,89.23440708000001,39.38137476,57.48903943999999,77.25946479999999,95.93785824000001,49.06719943999999,84.9753666,91.46514870000001,105.7519449,89.80900110000002,104.92971281,125.40885176,82.91444032,118.35645824,58.84634059,254.17246389,233.86752897999997,232.40897107,224.9431656,258.03133682,131.65247596999998,21.67216652,21.367554236,23.773894388000002,24.597920180000003,177.823935,209.64818084000004,132.61617446,97.39350306,75.61354164000001,80.02965782000001,132.67517704,144.08376639999997,66.17846843999999,72.50482652000001,101.5254526,107.30594549999999,120.68215445,69.11155640999999,56.56826365999999,72.45754734,105.19869851,37.88077122999999,38.4821223,102.6178782,77.44006734,96.90163777999999,90.21390884000002,76.12604029,78.67237645,127.36692120000001,199.11112438,218.85751578000003,185.22984037999998,79.59895571999999,56.481502600000006,63.4691343,57.58466560000001,137.60100200000002
OG0003227,4.34585104,4.8245948400000005,3.8784731,3.5425744559999996,4.4525402000000005,5.48685372,5.9375171600000005,7.780042600000002,6.9563520400000005,2.679873119,2.406368228,2.5824517069999997,0.6547583724,1.0034702194,0.8876158962,2.621263414,3.1636734470000003,3.099064991,1.2494540100000002,3.269975058,1.6653082250000002,0.4230481904,2.5884558504,4.661525232,1.1897959304,1.8891817112000002,2.4520995911999997,1.0653190352,4.634390124,4.716441912,4.467911448,2.549210664,3.916666572,2.2464072904,5.707917655999999,6.219934336,3.7712063759999994,4.78211418,8.23685922,7.1085546,5.6869398,4.030939937,4.460968571,4.850644377999999,2.868379112,3.9913478860000002,2.3047490025,1.9199767634,8.150763139,2.7325364821,2.1992289522,5.369672659999999,2.795372348,1.3284558836,1.3533893219999997,2.4645421908,1.3127488200000001,2.851960454,2.2379705292,1.6789998428000001,7.004273695999999,5.463265136,7.496424628000001,5.302703363999999,6.023255686,4.743406962,1.9479766475,2.0880715309999998,3.7752616850000003,1.193925949,4.289159258,6.881354958,7.073774391,5.847169447,4.3695775260000005,6.261298938,5.126647284,3.1374841640000004,8.395386607,2.9993478250000005,3.3263614059999997,1.4518457820000001,13.809493389999998,15.82333921,13.560107116000001,4.0071702600000005,4.35774117,3.3564728963999997,2.530558954,1.8694960129999998
OG0002832,46.9861816,43.146101200000004,36.3225332,24.66314632,34.25572956,45.4784324,46.2422344,56.4172116,66.5087176,6.922664639000001,7.889459809000001,8.039958509,4.8445531530000006,4.800781348,5.172385955,8.922410816,10.449251923,9.405787204,5.426556625,3.152227386,2.847150835,4.262803996,19.853086176,33.398875496,9.921309888,12.986604456,19.053941648000002,8.645804608,20.116495308,18.122139672,16.500738072,15.42595782,31.85389116,15.598620128000002,22.544922568,22.220525767999998,37.07855424,19.22238999,18.222333479999996,22.90046985,19.22412015,22.248640528000003,25.670357384000003,21.957421815,14.356857488000001,32.04166619,15.222255216,13.333123595999998,24.71122347,15.15911564,17.261568025,23.279039253000004,7.229504624,6.308587232,6.222130111999999,6.949736340000001,6.555872025,10.388351988,7.105512512,5.446178416,8.46566882,8.866619384,14.244424222000001,8.787753492,4.6511653719999995,4.9880674339999995,8.19752544,8.48148288,10.629856575,5.384827658000001,16.350460925,22.902778977,26.343326684000004,34.71855202,20.894403060000002,33.437297801999996,24.865533378000002,21.511625308,26.877033728,22.287664410999998,20.74772446,7.482889180000001,42.604892498000005,50.761842272,47.662130362,18.95302632,22.959333739999998,22.007646294,6.668872980000001,11.762527315
OG0005168,15.35189344,24.949420119999996,14.628692480000002,8.37199928,11.335105319999998,12.24178084,10.6660796,11.43863392,12.8551726,1.4687274118000002,1.2715592769000001,1.6543495408,0.7773957355999999,0.9120094037999998,0.8911897104000001,1.4481175687,1.5529240155000001,1.3376600016999998,0.6917422400000001,0.6365392907999999,1.9352506299999999,1.58938956,4.883482688,2.5658065608,2.063241432,4.027889376,3.3713041936,2.8333033232000004,2.4526422648,2.256598344,2.581527858,2.6305372547999997,3.8239426680000004,2.1633804248,2.774590784,3.2706683519999995,1.3868243928,8.52370533,7.311656159999999,8.43534702,7.686860580000001,6.035045813999999,4.788260746,4.698203887,4.130823486,7.060540163,9.396702459,9.082408929,10.307058303,4.064582118,3.567723088,2.0080210823,1.0547868016,0.5035158324,0.39063214960000003,0.7518738472000001,3.0414485250000003,4.421963042,2.4579887472,1.1576813458000001,1.1361627578,1.6249230438000002,2.0825347732,2.16307196,0.7951038171999999,0.9245357211999999,1.100456305,1.3268876335,1.3869206779999999,1.4961956360000002,7.776943973,7.132204234,9.405744788,6.542585152,13.014638046000002,5.100431892,4.631229876,4.262026055,4.043807204,2.0417803692,2.0920417362,5.33468086,6.882626710000001,7.589618517999999,5.658053744,6.12073124,7.332048370000001,11.298334896,2.390409252,2.0116735450000003
OG0003881,14.532335920000001,20.704342320000002,13.54409364,23.28384552,13.677971720000002,13.40498848,17.5182142,17.71165668,17.00308344,2.0547651102,1.6552398147999998,2.1746638209999998,0.4152555891,0.5556390807,0.6246374354,3.2575125660000004,2.723475348,2.580607568,2.125576075,1.327764641,2.40949483,2.763577696,6.523218688000001,10.546049304,2.7746391512,4.435067224,4.626288352,6.139206472,8.664016451999998,12.483620603999999,10.696247016000001,12.331234188000002,8.98864512,6.9181360640000005,7.532119392,6.910899519999999,7.594877696,12.015528660000001,8.748337770000001,8.246663459999999,8.391276000000001,13.042173162,10.546732785,12.263582324000001,8.300478247,10.545338029,11.05981799,12.884826989,20.33189843,13.30509277,12.348309115,11.86731924,4.441958136,3.845677292,3.5710765600000003,2.557888552,6.367605975,3.406744894,3.2985112020000003,1.1584422388,2.3184703388,2.7368119799999997,2.4557327662,2.5551667974,4.833058846,3.484436074,4.150865225,5.040220315,8.40142589,7.164875066999999,8.153217887,5.439458266,7.045127222,7.23414014,9.044042736,6.4880754540000005,4.080706643999999,8.150373682,15.211031775,14.677967569,10.549821971,11.17843474,13.300654261999998,14.232501678,12.53236228,19.518311392,14.14355409,17.940603738,1.3656388206999999,5.8703274
OG0006136,23.694637280000002,22.137980440000003,19.27682272,13.08617712,19.42934,16.54824644,21.54452452,18.644102919999998,30.664360919999996,3.037190948,2.846036402,3.4349314559999997,1.0639897741,1.3089910592,1.5953964444,2.5307734209999997,2.418068972,2.180556587,3.4382267,0.8153255614,1.6009282999999999,21.108298639999997,3.613559488,6.830233088,1.6120070175999999,4.204038888,4.9441529200000005,3.6739855039999996,8.56556064,10.158524376,8.65454772,14.143910508000001,7.854994056000001,4.982298160000001,8.644114192,9.750338472,8.422183112,16.21417041,16.278042149999997,17.291122920000003,16.861586669999998,18.966621165,14.965922074,20.528684487,7.066816565000001,12.869540408,2.4945300527999996,2.6118438344,5.839483909,3.8370774180000002,3.4004650030000003,2.988765757,6.095773528,4.68210024,5.08966606,4.190288416,4.153667850000001,15.11333733,6.044640784,4.0751026260000005,5.440545137999999,5.6252686,8.339600864,5.928824860000001,3.1440365740000003,3.415021274,6.4531219349999995,6.6057927,7.276967034999999,2.537767321,9.055749704,10.043606611,13.160243406,15.912577754,9.496458876,7.001683133999999,5.63146077,16.313934604,19.507494509,11.564430234000001,10.702644099999999,2.85076434,13.643553766,15.417020252,14.200076694,8.707804976,8.179967040000001,9.597400245000001,2.002859782,2.29836635
