TranscriptID	gafu<1>	neva<2>	enqua<3>	hemag<4>	stgag<5>	sthad<6>	hehe<7>	stmer<8>	heau<9>	hecri<10>	mado<11>	acte<12>	ando<13>	oula<14>	chfle<15>	chfus<16>	sama<17>	cyca<18>	neno<19>	hyva<20>	<21>	<22>	<23>	<24>	<25>	<26>	<27>	<28>	<29>	<30>	<31>	<32>	<33>	<34>	<35>	<36>	<37>	<38>	<39>
OG0004486	13	3	1	3	3	3	4	3	2	4	3	2	1	1	12	3	6	4	7	2	4.33213	3.83678	2.49471	2.27478	2.61015	3.24716	3.11134	3.11134	3.38746	2.06869	2.97987	2.97987	1.29045	0.824398	4.8782	6.87545	5.07238	4.16162	4.33213
OG0006943	14	7	8	12	14	9	13	7	13	16	8	8	3	4	1	2	9	4	4	20	7.1356	9.55131	8.57112	8.88729	9.2139	10.6319	11.8231	11.4131	9.2139	7.96878	11.8231	14.5841	4.8782	3.53239	5.27297	2.72941	4.33213	4.33213	4.50827
OG0002629	10	4	6	12	8	11	6	20	9	8	2	1	2	4	9	2	1	3	9	2	5.07238	6.62361	5.69426	6.37983	6.62361	11.0161	10.2599	9.55131	12.6843	3.68212	5.48019	8.57112	2.17006	2.97987	3.83678	4.8782	3.38746	1.97056	1.44428
OG0000163	39	8	3	6	8	16	18	8	5	8	0	3	3	6	3	5	20	2	8	20	8.88729	9.55131	5.91539	5.27297	5.91539	9.89986	9.2139	11.4131	11.4131	3.24716	2.85261	6.37983	3.99656	4.50827	7.96878	5.07238	6.62361	5.91539	10.2599
OG0001557	16	8	4	5	6	4	22	10	16	54	30	5	38	11	1	10	27	8	26	39	11.4131	11.0161	9.55131	10.2599	12.2467	7.40435	5.07238	5.07238	14.0857	19.8791	29.8381	29.8381	12.6843	19.8791	11.8231	6.87545	16.1801	12.6843	16.7476
OG0005886	8	3	8	5	8	5	4	8	9	8	8	1	2	6	2	4	3	2	8	8	4.8782	5.69426	5.07238	5.91539	5.48019	6.14384	5.91539	6.37983	6.14384	4.8782	8.57112	8.57112	2.49471	3.83678	4.33213	3.24716	4.16162	2.85261	3.53239
OG0005107	26	16	19	32	58	57	42	36	40	47	14	20	15	29	8	4	14	3	11	12	15.0989	26.0788	26.0788	30.8568	34.1193	44.5472	47.6061	58.0716	38.9948	25.2129	29.8381	43.0907	21.2813	21.2813	8.57112	7.40435	6.87545	5.48019	7.68198
OG0004085	4	3	4	12	16	19	7	20	12	10	2	5	1	3	2	2	1	2	2	7	3.99656	5.48019	5.91539	7.40435	8.26506	14.5841	15.6307	17.3339	13.6033	4.50827	6.62361	11.0161	2.85261	1.87557	2.97987	1.87557	1.78361	1.6946	1.44428
OG0005565	10	3	2	2	3	4	4	4	4	5	1	2	1	2	1	2	1	2	3	1	2.27478	3.83678	2.72941	2.61015	2.72941	3.38746	2.97987	3.53239	3.99656	2.27478	2.97987	4.50827	1.6946	1.44428	1.21721	1.52502	2.06869	1.6946	1.44428
OG0005512	9	4	5	7	15	5	6	9	12	10	5	3	2	3	1	2	2	1	2	4	3.68212	6.37983	5.48019	6.14384	6.37983	7.96878	8.26506	8.88729	7.68198	5.07238	8.57112	11.0161	2.72941	2.49471	1.97056	1.29045	1.6946	1.60843	2.06869
OG0005935	30	3	3	11	5	5	22	14	18	17	17	12	3	16	1	2	4	2	7	0	4.16162	9.89986	6.87545	8.88729	11.0161	9.55131	6.62361	5.07238	16.7476	13.1364	17.3339	17.9395	9.2139	7.68198	1.29045	2.38296	3.68212	2.61015	2.97987
OG0005115	28	5	9	10	15	12	13	16	17	11	2	12	4	9	1	3	4	9	9	18	8.26506	11.4131	8.57112	9.89986	10.2599	13.1364	12.2467	13.6033	15.0989	7.96878	7.68198	13.6033	7.96878	6.37983	5.91539	3.53239	6.14384	5.07238	3.53239
OG0006878	37	1	2	6	6	3	6	6	5	10	6	2	4	4	1	2	2	3	4	3	3.83678	6.14384	3.11134	4.33213	5.07238	5.27297	4.8782	4.33213	6.14384	4.8782	6.87545	7.1356	3.24716	3.99656	2.27478	1.97056	2.85261	2.38296	2.06869
OG0002345	5	5	8	2	4	2	4	4	5	14	2	8	7	6	1	4	5	9	8	66	6.87545	5.07238	4.8782	4.8782	4.33213	3.11134	2.61015	2.97987	3.99656	6.14384	5.48019	8.57112	7.1356	6.62361	9.55131	3.68212	6.62361	5.91539	4.50827
OG0007227	50	12	37	61	22	48	13	36	24	21	4	10	32	45	6	6	22	3	11	63	19.8791	26.9733	21.2813	26.0788	24.3746	34.1193	40.316	32.9962	24.3746	17.9395	13.1364	22.7777	24.3746	38.9948	14.5841	7.40435	8.26506	7.40435	11.8231
OG0005453	12	8	6	6	8	8	7	9	8	10	17	3	3	3	3	2	2	2	4	4	5.07238	8.26506	7.1356	6.87545	6.87545	7.68198	7.40435	7.96878	8.26506	6.37983	11.4131	9.2139	3.11134	3.11134	3.11134	2.72941	2.61015	2.06869	2.06869
OG0007318	36	7	1	2	2	2	3	3	4	4	1	1	2	2	4	3	28	8	9	0	4.33213	5.91539	2.85261	1.97056	2.27478	2.38296	2.06869	2.06869	3.11134	2.17006	2.72941	3.99656	1.60843	2.06869	3.24716	6.87545	9.2139	9.2139	9.89986
OG0006936	11	9	7	5	5	8	4	7	14	27	2	3	10	4	2	2	4	2	6	5	5.27297	7.96878	7.1356	6.62361	6.37983	5.91539	5.91539	6.37983	5.69426	7.1356	9.89986	19.8791	4.8782	6.37983	3.38746	2.85261	3.38746	2.61015	2.97987
OG0003385	0	17	18	28	17	17	9	15	24	20	8	28	6	31	18	6	14	6	22	36	11.8231	7.96878	17.3339	17.3339	17.3339	17.3339	20.5688	17.3339	12.2467	17.3339	16.1801	22.0174	18.5652	15.0989	17.9395	13.1364	11.0161	7.96878	9.2139
OG0005639	8	13	14	8	14	32	12	20	12	8	3	9	5	6	5	4	4	5	14	25	9.89986	10.6319	11.4131	11.0161	10.6319	15.6307	15.6307	21.2813	16.7476	6.87545	6.87545	9.89986	6.62361	5.69426	9.55131	5.91539	6.62361	4.33213	3.99656
OG0004794	5	3	4	6	9	13	9	9	16	7	8	2	4	3	1	4	8	1	5	3	3.83678	5.27297	5.48019	6.62361	7.1356	9.2139	8.88729	11.0161	9.2139	5.69426	9.89986	10.6319	2.85261	3.53239	2.61015	2.49471	3.83678	3.38746	5.69426
OG0002258	1	4	0	1	2	4	9	7	2	2	0	1	2	2	2	2	3	2	5	1	1.78361	1.6946	2.17006	1.6946	2.27478	3.53239	2.17006	2.97987	7.96878	1.29045	1.07768	2.06869	1.60843	2.06869	1.97056	2.61015	2.97987	2.27478	2.49471
OG0002651	12	6	11	8	17	12	13	20	15	16	18	3	2	5	1	2	2	2	3	3	4.8782	9.89986	9.2139	10.6319	10.6319	13.6033	11.8231	14.5841	17.3339	7.96878	16.1801	15.6307	3.24716	3.38746	2.06869	1.6946	2.38296	2.06869	2.06869
OG0004154	7	6	8	6	8	5	7	2	5	4	6	2	2	3	1	2	1	3	2	1	2.85261	5.48019	5.07238	4.8782	4.33213	5.07238	6.37983	6.37983	3.53239	3.53239	5.07238	4.50827	2.38296	2.49471	1.14631	1.52502	1.97056	1.97056	1.44428
OG0006084	8	5	0	3	4	3	2	4	3	4	2	1	2	3	1	2	1	3	5	0	2.06869	3.53239	2.61015	2.06869	2.85261	3.24716	3.38746	3.53239	3.11134	2.38296	2.97987	3.53239	1.87557	2.49471	1.07768	1.87557	2.72941	1.97056	1.44428
OG0004994	18	4	4	5	6	5	6	10	5	7	5	2	3	3	1	2	2	1	2	8	4.33213	6.62361	4.69023	4.8782	5.07238	6.37983	5.48019	5.48019	8.26506	3.99656	5.69426	5.91539	2.61015	3.11134	2.61015	1.29045	1.6946	1.60843	2.06869
OG0005796	0	2	8	6	6	6	8	10	7	9	2	3	2	4	5	2	3	1	4	24	4.16162	2.61015	4.50827	5.91539	5.48019	7.1356	6.14384	6.14384	9.2139	4.16162	5.27297	7.96878	2.97987	2.97987	6.37983	3.24716	2.38296	1.87557	2.49471
OG0006114	41	11	7	13	14	10	9	10	21	13	4	3	3	7	10	6	34	3	16	16	12.6843	13.6033	9.2139	8.57112	8.88729	11.4131	12.2467	11.8231	9.55131	6.87545	10.6319	16.7476	4.16162	4.8782	11.8231	10.2599	10.6319	8.57112	14.5841
OG0007350	0	3	12	25	13	12	13	22	23	24	20	5	11	12	1	9	18	15	7	6	5.27297	5.07238	10.2599	15.0989	15.6307	16.7476	16.1801	12.6843	17.9395	14.5841	22.7777	23.5632	8.88729	11.8231	5.48019	5.27297	11.0161	13.6033	13.1364
OG0005899	0	0	5	5	7	8	4	12	7	6	3	5	5	6	2	3	6	3	3	5	2.61015	1.97056	3.11134	5.91539	6.14384	7.1356	6.62361	7.68198	7.96878	5.27297	5.07238	6.62361	5.48019	5.69426	3.53239	2.97987	3.53239	3.83678	4.33213
OG0003827	71	95	48	37	53	49	42	37	52	56	29	83	87	103	114	85	38	130	45	204	80.7569	62.0388	60.0229	50.8705	52.584	43.0907	46.0518	50.8705	38.9948	62.0388	44.5472	54.3541	92.1071	95.1827	108.536	80.7569	66.2724	78.1425	58.0716
OG0005175	25	7	20	11	16	13	16	10	14	15	6	5	3	8	3	4	8	2	10	10	8.57112	12.6843	10.2599	11.4131	9.89986	12.6843	13.1364	14.5841	12.2467	7.68198	11.0161	14.5841	5.27297	5.27297	5.69426	4.50827	5.48019	3.99656	5.69426
OG0005109	4	2	1	7	8	12	4	10	3	2	1	1	1	2	1	2	2	2	3	3	2.49471	3.11134	2.85261	3.24716	3.99656	8.26506	8.88729	9.89986	7.1356	1.60843	1.87557	2.49471	1.29045	1.44428	2.06869	1.6946	2.38296	2.06869	2.06869
OG0007204	6	6	4	12	3	3	3	9	13	5	3	2	2	8	4	6	4	14	3	11	5.91539	5.27297	5.07238	4.8782	5.07238	5.27297	5.07238	3.11134	6.14384	4.69023	5.91539	8.26506	3.38746	4.50827	6.37983	5.07238	5.69426	7.40435	5.07238
OG0005196	25	8	13	42	22	25	25	27	35	28	8	32	26	48	3	2	17	5	2	11	10.6319	19.8791	17.9395	23.5632	26.9733	27.8974	28.8519	23.5632	26.0788	26.0788	20.5688	31.9091	35.2794	36.4778	5.27297	3.83678	4.33213	5.91539	6.37983
OG0005524	35	13	19	20	28	29	14	26	23	17	16	15	9	16	2	4	9	1	9	11	10.6319	20.5688	17.3339	19.2115	19.2115	23.5632	25.2129	28.8519	20.5688	16.1801	18.5652	19.8791	13.1364	12.2467	5.07238	3.53239	4.8782	3.53239	6.14384
OG0007219	29	3	12	11	10	14	8	11	22	10	4	4	3	6	2	3	6	23	7	12	8.26506	10.2599	7.1356	9.2139	8.57112	11.0161	11.8231	11.8231	9.89986	6.87545	9.89986	15.0989	4.33213	4.50827	6.62361	5.07238	7.96878	8.26506	4.33213
OG0003283	8	4	12	2	19	9	6	6	9	8	4	1	2	6	1	2	5	1	5	5	4.16162	6.14384	5.69426	6.37983	5.48019	6.87545	7.40435	13.1364	6.14384	4.33213	6.62361	8.57112	2.49471	3.83678	2.72941	2.06869	2.97987	2.27478	3.24716
