Orthogroup,gafu_body,gafu_tentacle_c,gafu_tentacle_sw,acte_acrorhagi,acte_mesentries,acte_tentacles,ando_tentacles,chfle_tentacles,chfu_tentacles,cyca_tentacles,enqua_tentacles,heaur_tentacles,hecri_tentacles,hetdac_body,hetdac_nematosomes,hetdac_tentacle,hemag_tentacles,hyva_body,hyva_tentacle,macdac_tentacle_i,macdac_tentacle_o,neno_tentacles,neva_nematosomes,neva_mesentries,neva_tentacles,oula_tentacle,sama_tentacles,stgag_tentacles,stha_tentacles,stmer_tentacles
OG0005760,15.7393862,11.377381186666666,17.07687036,3.8479903293333333,2.2925120753333332,4.866336603333333,7.672237575,3.154209114,3.43084799,3.3099313280000002,6.005201664000001,12.6204897,8.845053056,9.562089689999999,9.63422775,7.68378474,7.857167732,22.59918405566667,21.711634855666667,2.8630399508,2.3583030358,11.8569645,12.239600207333332,12.126249398666667,17.680590312,10.836811895,8.957729723,8.807138994999999,12.194403906,6.745782767000001
OG0004206,3.9698956746666667,2.610047176,4.357923298666667,0.5281790737666667,0.28984495173333336,0.5821600605333334,1.047163775,1.262154306,2.75415761,7.5190412,0.663342988,9.351718739999999,3.1905672959999998,5.92140051,4.94222607,5.51534157,7.603861023,3.6968727314,2.7181091264333332,4.458976276,4.2454296739999995,2.47735395,3.096382423866667,4.270103038133334,3.966584155333333,1.261404313,1.519317981,11.486411706999998,12.266128415999999,1.5638687973999998
OG0005610,8.05039204,5.214349966666666,9.383851213333335,0.9231696242999999,0.5064436699666667,2.1038651344333332,2.6058989500000003,13.407091782,2.82404772,3.133130572,8.824954488,16.976708112,5.753239632,6.184817369999999,6.848021340000001,6.147823185,3.758613828,5.303986529333334,16.011181596666667,0.9787268955999999,0.8826042174,4.108891275,11.186817973333333,2.308495966,4.258375496666666,3.5256836549999995,12.281923314,5.773069635,6.204822156,4.23220491
OG0005773,16.951893173333335,12.436020213333332,18.638524666666665,4.7263798779999995,2.410671219,5.754208276666667,2.03619795,0.6868036195999999,2.26860974,3.943357352,4.8130787040000005,8.717218692000001,9.30878452,8.7673455,8.83530234,9.852504255,9.279787153,21.777526957666666,19.619106543999997,7.060316984,6.503053641999999,6.70676895,6.957667887333333,3.8581190806666665,7.718872364,5.781325311666667,4.452350794999999,16.342869263,9.783189726,10.154744249
OG0007081,1.5855205866666664,0,0,0.9255210781666666,0.15356081862,2.4467555786666666,3.017618075,2.99543692,2.8313710249999997,2.7970180919999996,2.040825892,9.068986836,12.829955823999999,3.1688361,4.42466793,3.62182563,9.065121525,10.628691902333333,10.094992090666667,3.3590205980000003,2.7967499478,3.3207545250000003,1.5579600101333333,3.1975224572666665,2.1440247168666664,2.313984824666667,6.736225438999999,4.341944019,4.366568106,3.482510316
OG0000146,6.724510106666666,5.106331750666667,10.8660458,0.5538097796,0.7223548988333334,0.4795856578333333,0.7021081700000001,1.0110679922,1.62010771,0.6700427139999999,2.124400096,2.0602725779999997,2.1792509144000003,3.08228004,3.64165038,4.703307795,3.541697571,0.039303206406000005,2.7792152036333335,3.030197836,3.595696964,1.92235275,4.538410818666667,0.7179973234,2.5266310850666667,0.8551138765,2.1495518110000003,2.9556676062,5.078095308,2.401636172
OG0002477,6.81368112,4.6555156853333335,6.1953189066666665,0.5576513825666667,2.1467063911333333,0.6065147069666667,1.0043318449999998,0.6767601120000001,1.4055759519999997,1.5335349348,4.640592432,2.6145860832,2.0067560352,3.5740059299999998,2.7607826699999998,3.7319551200000003,1.5884020210999998,0.55737836977,0.4416437329333333,2.2443411234,2.0060908900000003,0.8944695000000001,4.2482320365333335,6.573430271333333,6.3066469466,1.1604618718333333,1.0543975898,1.1019784038,2.0346487992,5.490447431999999
OG0000059,32.83155961333333,28.76300044,28.111087666666663,1.3962499228333334,1.2205550555,2.567832842666667,4.131337149999999,4.379728976,3.849806195,1.7474742559999998,2.7977838504,5.07194688,2.8258018096,11.66805486,10.76443074,10.902663315000002,2.7790671794999997,4.857330203133333,13.390861105666668,0.6115499664,0.5134236195999999,7.536336975,10.722005793333334,3.6736234416,1.6542650357333335,3.9900804666666665,7.8558267090000005,4.254542577,3.9105741000000003,2.6443443271000002
OG0002731,137.71262266666668,83.5789832,116.89884933333335,61.05103414666666,41.954162249999996,61.41300825,59.92856425,72.45032424,33.415235,44.663197919999995,42.61429648,76.77716591999999,57.48903943999999,84.9753666,91.46514870000001,97.780473,104.92971281,240.14965464666665,204.8756594633333,21.519860378,24.185907284000002,177.823935,96.1061255,146.55261945333334,94.25568711999999,109.83785085,69.11155640999999,56.56826365999999,38.4821223,97.22202777000001
OG0002657,42.151605333333336,34.79910276,56.38938786666667,7.617360985666667,4.939240152,9.592483314333332,5.426556625,3.152227386,2.847150835,4.262803996,19.853086176,20.116495308,15.598620128000002,19.22238999,18.222333479999996,21.062295,22.248640528000003,17.755534093999998,18.566574306,6.769045928,6.585933226,6.555872025,10.525570808666666,7.646680972,6.142328765999999,9.102954965,5.384827658000001,16.350460925,20.894403060000002,14.298414825000002
OG0004350,18.31000201333333,10.64962848,11.653295373333332,1.4648787431666668,0.8601982832666666,1.4462338619666666,0.6917422400000001,0.5289603606,1.9352506299999999,1.58938956,4.883482688,2.4526422648,2.1633804248,8.52370533,7.311656159999999,8.061103800000001,6.035045813999999,9.595389897,3.2134420961,0.49499309820000004,0.42773542140000004,3.0414485250000003,1.6145401916,2.6792110449999997,1.2942371661333332,1.2714215388333332,1.4961956360000002,7.776943973,13.014638046000002,2.8593502869000003
