TranscriptID	hyva<1>	chfle<2>	neno<3>	cyca<4>	sama<5>	chfus<6>	isnoc<7>	pabor<8>	cebra<9>	gafa<10>	gopla<11>	gonor<12>	golob<13>	nema<14>	exadia<15>	enqua<16>	hehe<17>	stmer<18>	hemag<19>	stgag<20>	sthad<21>	acte<22>	ando<23>	oula<24>	macdac<25>	heaur<26>	hecri<27>	<28>	<29>	<30>	<31>	<32>	<33>	<34>	<35>	<36>	<37>	<38>	<39>	<40>	<41>	<42>	<43>	<44>	<45>	<46>	<47>	<48>	<49>	<50>	<51>	<52>	<53>
OG0003887	-80.7864	-33.2897	+3986.71	-53.3958	+1961.03	-606.969	-878.128	-1210.14	+2000.86	-199.978	-260.9	-314.478	+285.522	-832.978	-183.922	-473.128	-399.478	-956.553	-1650.68*	+1070.57	-908.432	+1140.46	+1527.38	-1657.62	-368.396	+603.094	-420.906	+0	+72.1916	-207.688	+0	-684.894	+36.5735	+235.931	+365.219	+946.009	-235.931	+0	+153.922	+167.578	+0	+503.945	+97.2052	+207.254	-486.904	+381.075	+577.13	+1796.75	+345.861	+3589.29	-527.921	-2046.85	+392.51
OG0005281	+0.426786	-88.9779	+795.725	+33.1669	+844.709*	-101.291*	+155.989	+88.79	-71.21	+105.672	-32.8331	-50.5732	+75.4268	-120.21	+263.236	+11.7864	+324.576*	+27.7872	+156.063*	-9.13759*	+91.8624*	+603.048*	-51.4087	+117.591	+130.699	+154.315	-109.685	+0	+0	-55.5953	+151.297	-126.442	-15.5419	+74.8183	+43.6192	-62.8007	-28.1779	-16.8854	-60.4951	+30.7401	+8.9964	+87.5537	-96.5501	+0	-110.79	-55.2107	-9.27633	-21.7989	+152.839	-43.1007	-134.543	+85.2482	-69.6162
OG0005823	+40.7864	-70.4235	+408.591	+508.022*	+1260.72*	-35.2794*	-137.786	+433.249	-294.751	+16.4268	-22.4885	-25.5732	+30.4268	+423.989	-63.3282	-112.611	+165.403	+24.4553	-14.5732	+34.4553	-31.5447	+102.005	-208.053	+860.947*	+301.287	+97.79	-73.21	+0	-24.8048	-85.9852	+85.9852	-77.4308	-68.6985	+148.304	+322.074	+120.964	-114.503	-55.6368	-13.0847	+13.0847	+62.8007	-88.6825	+55.283	+58.1524	-78.1667	-58.0523	-6.97146	+6.97146	+71.9209	+16.3107	-31.9428	-44.9719	-114.503
OG0003857	+197.947	-23.7202	+1111.43*	-24.8226*	+357.591	-122.409	-43.9693	+2538.87	-684.131	-85.5206	-13.8343	-235.834	+262.166	+304.656	+200.872	-237.644	+224.051	+54.6042	-413.396	-109.906	+85.0942	-310.301*	+528.249	-403.751	-260.344	+507.921	-332.079	+0	-68.9283	-216.404	+13.846	-62.7436	+156.586	+665.825	-77.9796	+38.1614	+41.5469	+290.025	+114.314	+0	-191.152	-126.216	-106.484	+136.056	+246.249	-114.553	+0	+392.51	-159.967	-105.432	+328.45	+256.611	+279.735
OG0004436	-191.7	+2501.18	+1827.61*	-78.5662*	+724.048	-220.952	-378.599	-201.9	+306.1	+99.6559	-156.555	-79.3958	+72.6042	-629.496	+93.7103	-706.74	+1323.45	-344.9	+0.522185	-25.4778	-20.4778	+1043.7	-1029.74*	+6676.26*	-474.521	+556.696	-473.304	+0	+96.6444	-279.527	-292.426	-146.825	+228.386	+326.932	+459.322	+295.302	-217.145	-109.787	-65.7886	+100.84	+81.3651	+528.794	-63.5498	+425.16	+548.653	-548.653	+167.578	+0	-295.302	+216.705	-346.564	-305.078	+521.783
OG0004171	-88.5356	-35.3515	+583.427	-29.3491	+431.022	-84.9779	-43.0143	+97.6992	-86.3008	+30.9291	-63.7127	-40.6846	+47.3154	+434.236	+169.79	-69.4885	+140.79	-0.891837	-53.5732	-43.5915	+54.4085	+92.0358	-31.9707*	+159.029*	+84.3564	+229.145	-151.855	+0	+125.856	-94.0399	+19.2217	-79.2241	+23.6288	+124.661	+48.9617	+36.2865	-29.3399	+14.3582	-14.3582	+44.9719	-26.949	-87.5537	-68.7215	+34.9203	+33.8012	-62.3181	+6.68138	+38.0183	-14.8641	-89.5804	-26.9936	+407.099	-68.7886
OG0005507	-419.592	-177.128	+719.249	-47.7329	+419.408	-257.592	-261.079	+91.5369	-122.463	-280.74	-376.978	-280.909	+353.091	+1758.87	-466.304	-1192.76	+2276.08	-363.29	-311.786	-229.9	+330.1	+4287.57	-1765.63	+6266.37*	+294.091	+725.696	-507.304	+0	+442.254	-360.719	+92.6231	-223.018	+48.8594	+485.443	-440.21	+257.384	+361.61	-425.16	+271.238	+235.931	+447.228	-525.824	+335.458	+743.482	-650.321	-711.633	+135.497	+226.114	+535.391	+1386.8	-1386.8	-1453.73	-160.605
OG0004103	+532.724	+464.947	+5223.39*	-56.9019*	+741.376	-341.624	+1044.54	+1249.87	-539.131	+41659.5*	-384.786	-355.909	+445.091	+590.401	+248.166	-633.906	+2088.52	-310.834	-374.599	+307.696	-222.304	-173.74	-59.2897	+123.71	-120.276	+194.094	-142.906	+0	-177.327	-596.896	-114.441	-187.709	+567.722	+1379.18	-991.665	-427.332	+946.009	+4077.38	-5696.73	+308.122	-1688.54	-190.764	-167.929	+358.693	+462.879	-653.643	+190.764	+216.705	-249.136	+119.277	+63.5498	-210.187	+100.63
OG0004036	+193.153	-54.9693	+2575.03	-381.807	+2884.48	-839.522	-414.301*	-10.8057	+33.1943	-82.522	-203.906	-242.463	+331.537	+259.977	-512.806	-1712.57	+503.756	-1301.38	-1065.32	+1504.64	-1059.36	+434.986	-280.714	+642.286	+767.568	+363.528	-363.472	+0	-84.8977	-77.9796	+0	-394.163	+698.715	+130.131	-641.779	+2208.5	+723.224	-626.782	+51.3839	+109.557	+958.72	-115.218	+491.763	+913.667	-1169.99	-345.861	+1029.94	+846.041	+1179.05	+464.726	-237.3	-426.856	-575.96
OG0005854	+71.6718	-53.5662	+119.648	+70.0221	+134.28	-47.7202	-116.124	-69.772	+68.228	-2.39148	-28.3915	-62.4012	+67.5988	+67.8758	+110.725	-82.2136	+580.929*	-53.3282	-25.5969	+14.6085	-19.3915	+238.786	-52.3515	+142.648	-12.8188	-20.4087	+14.5913	+0	-29.755	-72.007	+52.7854	-36.3736	-30.2578	+118.437	+12.1135	+135.648	-22.7359	-20.8832	+0	+32.0097	+34.8495	-34.8495	-49.0612	+38.3977	+99.4597	-154.743	+35.2687	+9.79453	-47.0197	+8.62206	-65.862	-23.7727	+7.58994
OG0006395	-184.733	+45.2671	+1022.18	-164.952	+682.193	-286.807	+531.537	+204.153	-144.847	-115.014	-126.817	-127.786	+156.214	+310.445	-221.624	-536.396*	+230.051	-268.396	-159.496	-44.0795	+77.9205	+400.71	-279.463	+537.537	+141.478	+384.724	-312.276	+0	+102.053	-102.053	-22.9157	-210.865	+167.855	+120.964	+570.712	-302.616	-223.018	-141.719	+118.803	+124.969	+190.823	-115.931	+216.772	+341.126	-226.573	-114.553	+156.1	+88.5836	+219.312	+124.455	-182.827	-219.312	-49.2458
OG0003461	-48.0526	+144.786	+1145.46*	+1.96123	+195.961	-48.0388	-223.592	+180.656	-168.344	+2062.48	-76.5923	-21.6243	+41.3757	+721.947	+486.403	-108.536*	+1580.54*	-265.396	-212.847	-189.522	+180.478	-99.2747	-156.713	+503.287	-61.772	+274.366	-183.634	+0	+15.6321	-168.471	-39.6689	-104.506	+0	+249.94	-26.0319	+207.752	+27.1621	+635.734	-688.928	+26.0319	-292.734	-134.456	-116.061	+465.108	+769.819	-502.067	+199.451	+141.675	-257.692	-60.6772	+74.438	+109.82	+37.862
