TranscriptID	hyva<1>	chfle<2>	neno<3>	cyca<4>	sama<5>	chfus<6>	isnoc<7>	pabor<8>	cebra<9>	gafa<10>	gopla<11>	gonor<12>	golob<13>	nema<14>	exadia<15>	enqua<16>	hehe<17>	stmer<18>	hemag<19>	stgag<20>	sthad<21>	acte<22>	ando<23>	oula<24>	macdac<25>	heaur<26>	hecri<27>	<28>	<29>	<30>	<31>	<32>	<33>	<34>	<35>	<36>	<37>	<38>	<39>	<40>	<41>	<42>	<43>	<44>	<45>	<46>	<47>	<48>	<49>	<50>	<51>	<52>	<53>
OG0005124	308	0	1033	0	231	99	1526	1078	818	174	318	293	508	4086	641	170	784	188	711	520	725	1875	683	1775	293	377	443	173.819	134.47	18.1777	76.9642	22.7184	152.892	772.751	1133.28	955.949	598.592	266.401	359.053	390.995	997.496	526.817	483.807	680.128	526.817	444.301	651.786	624.624	806.344	1343.46	1086.08	359.053	408.014
OG0006128	1295	1313	6570	1312	5129	313	3766	5646	6155	1880	1672	2447	3633	1684	3149	855	4322	2167	2646	2137	2261	1736	2108	4460	1681	3367	2130	1969.91	2335.13	1809.3	2144.76	1287.52	1287.52	2888.24	4810.43	5949.62	2055.48	2144.76	2335.13	3013.68	2055.48	2237.92	1969.91	2542.38	2768.02	2335.13	2335.13	2237.92	2335.13	2542.38	3013.68	2237.92	2652.81
OG0007449	309	152	245	1071	111	9	605	708	481	0	326	220	418	648	2	1334	104	1126	566	231	166	542	350	600	170	174	219	206.214	166.545	152.892	152.892	123.431	32.3231	181.409	598.592	598.592	83.881	24.8226	315.952	302.764	181.409	95.4235	444.301	315.952	290.124	444.301	290.124	197.592	329.713	483.807	463.634	189.328	197.592
OG0003606	227	289	1372	306	778	22	1632	1765	1699	481	855	1140	1436	2015	107	322	3099	465	940	717	696	1688	1412	1694	500	1513	684	444.301	598.592	329.713	344.071	181.409	134.47	1040.85	1661.79	1733.98	740.555	772.751	1086.08	1287.52	740.555	444.301	841.396	1133.28	1086.08	680.128	806.344	709.7	1182.52	1592.6	1526.29	772.751	1040.85
OG0005236	14760	26475	85862	44970	62543	11888	6966	11525	2289	3403	444	498	540	1522	3632	6223	5494	41456	30603	63856	24691	12124	14508	6080	1215	41287	24922	12254.7	11256.1	37001.8	43858.6	32572.4	27480	3727.46	5702.01	5237.29	2652.81	1133.28	483.807	526.817	4610.23	7678.04	10787.7	12786.8	20408.4	37001.8	35462.2	40284.6	9496.18	10338.7	9496.18	8359.3	32572.4
OG0005366	1028	759	7169	2390	4443	393	4479	4231	1018	0	2149	2195	3691	295	1923	736	1994	1004	1838	1976	1949	1552	2571	4140	1338	1419	1168	1133.28	1182.52	1733.98	2652.81	1661.79	1343.46	806.344	2888.24	2055.48	359.053	80.3491	2542.38	2888.24	955.949	1592.6	1462.74	1809.3	1661.79	1592.6	1887.9	1969.91	1969.91	2542.38	3281.14	1287.52	1287.52
OG0004971	4005	1247	7934	1453	4310	559	2996	7175	6161	1623	2165	2578	4720	4098	3234	1446	8330	2524	3025	2518	3332	4966	2466	4114	2516	2950	2612	3013.68	2652.81	2055.48	2542.38	1526.29	1526.29	3423.63	4810.43	6758.81	2888.24	2237.92	2888.24	3423.63	3281.14	3013.68	2888.24	3572.32	3889.33	2768.02	2888.24	2888.24	3281.14	3727.46	3144.57	2652.81	2768.02
OG0006472	471	0	539	109	3434	34	864	351	126	134	217	232	776	261	545	130	488	164	305	322	231	152	176	467	125	316	268	189.328	123.431	47.8498	302.764	224.597	344.071	302.764	374.685	215.21	255.275	224.597	329.713	425.772	278.011	290.124	215.21	255.275	302.764	244.611	290.124	278.011	224.597	234.391	290.124	206.214	290.124
OG0004553	556	617	1031	923	3098	195	61	343	312	764	349	469	562	629	14856	276	508	197	336	494	566	379	547	323	808	871	534	573.644	573.644	806.344	877.969	841.396	772.751	425.772	166.545	329.713	806.344	573.644	444.301	526.817	997.496	1233.91	408.014	463.634	390.995	344.071	444.301	526.817	504.855	408.014	425.772	740.555	680.128
OG0004985	626	419	853	16	364	14	613	396	199	749	410	889	1147	2559	1010	496	0	982	508	1124	1025	951	695	683	436	760	374	408.014	329.713	166.545	108.536	42.0021	73.7202	598.592	390.995	278.011	806.344	740.555	709.7	997.496	841.396	483.807	344.071	302.764	103.978	877.969	806.344	1086.08	651.786	772.751	680.128	483.807	526.817
