Description,Orthogroup,acte,ando,chfle,chfus,cyca,enqua,gafa,heaur,hecri,hehe,hemag,hyva,macdac,neno,nema,oula,sama,stgag,sthad,stmer,exadia,golob,gonor,gopla,isnoc,pabor,cebra
desc,OG0005191,52,23,56,85,33,230,81,256,176,596,249,375,260,1313,360,188,2206,194,302,122,316,275,170,445,76,245,284
desc,OG0002282,2033,7540,1228,1023,2014,5366,5373,6654,5648,19488,8452,10468,4605,7827,4302,16661,8250,14221,13075,4282,7235,3281,4059,1778,4886,11916,5085
desc,OG0002735,1295,1478,145,87,1301,391,265,210,281,1889,997,955,99,1852,424,2383,2425,4736,2621,2766,695,306,176,226,122,693,837
desc,OG0006469,471,1754,357,152,1356,320,601,626,363,828,619,641,154,1076,357,716,1114,1003,810,536,1258,904,588,515,822,1174,494
desc,OG0006550,559,292,630,109,2111,208,321,667,446,448,287,803,96,5326,535,782,1007,255,613,367,849,312,243,155,609,1768,447
desc,OG0006430,5615,12549,0,186,4382,4780,3958,8400,8231,7496,9817,263,2806,2459,4745,6392,4596,18461,19538,16980,2813,1875,1279,1239,856,4415,2395
desc,OG0005335,2624,2583,1163,135,2599,1425,558,1278,905,1812,1307,1813,442,1603,273,2856,2682,1203,1460,451,1818,211,165,107,1507,2907,2405
desc,OG0001213,2751,1393,604,674,144,876,548,757,565,9108,892,12364,428,10302,1749,4357,11636,2238,1213,1298,687,1148,719,331,13,785,807
desc,OG0003783,418,66,63,0,48,378,378,2077,240,57018,486,98,627,1154,1686,377,539,148,308,173,2909,623,426,396,498,1315,950
desc,OG0007431,2689,5781,275,32,2768,671,2216,1803,280,172,408,447,3133,908,1032,2968,667,646,738,290,1143,1408,1091,766,718,1626,231
desc,OG0006855,2241,3903,1661,550,496,2032,1229,4218,2987,6056,2761,2968,1804,11202,2038,4288,1468,2039,2093,1460,2015,2742,1800,1800,2064,3862,3526
desc,OG0005810,255,140,120,16,470,194,111,743,389,313,701,817,163,1131,153,477,850,468,690,198,355,478,176,230,592,1239,542
desc,OG0005032,12504,3064,3104,712,2062,1737,2211,5193,0,7859,3791,1275,2486,10238,4951,0,4342,4478,3156,2522,2368,3055,1797,1620,3162,4443,5774
desc,OG0004706,6662,57,0,0,70,221,222,944,673,790,1460,239,139,1520,402,928,1888,3659,5751,1436,446,478,628,524,122,594,1265
desc,OG0004017,1497,179,16432,219,354,320,804,1543,675,2250,569,2832,568,2108,462,662,1268,1387,2450,821,2474,1561,1634,1134,25,489,12
desc,OG0005025,2784,1350,1292,216,208,513,960,1496,606,2930,1674,632,382,2292,864,952,1277,1496,2394,857,658,2096,1563,1378,1160,578,14
desc,OG0001917,11406,3416,36103,31963,60,16073,5080,18206,10466,44072,14224,13193,16794,10410,157001,10147,3943,19012,30084,10899,9646,9377,10057,7863,5902,3406,20575
desc,OG0005243,389,185,483,60,3031,115,213,351,224,386,37,2775,222,1683,287,327,1005,130,80,78,1494,594,391,537,422,661,1001
desc,OG0006349,199,100,754,185,430,124,400,552,519,907,265,238,434,1267,566,143,1232,292,298,176,344,886,873,584,313,768,1045
desc,OG0003772,1072,983,416,109,107,668,1088,263,809,3026,483,550,7797,4881,1904,41346,2589,1642,1239,651,2239,2523,1738,1292,2935,2651,1798
desc,OG0004919,25293,18065,13670,8446,440,8311,4407,28396,18098,45738,11489,13093,22388,36512,19570,16526,18364,15496,16791,7139,22581,9707,7223,6343,39585,42326,57272
desc,OG0005590,2282,2476,923,356,15132,1198,880,2110,1268,4146,1405,3808,1044,3850,1565,2352,2422,1340,2012,1100,1472,2279,1455,1172,1551,3679,1928
desc,OG0004049,348,630,9247,1660,375,0,892,1943,682,4390,1091,4511,221,16338,997,627,2345,1210,862,1288,1511,1008,622,603,6,4982,4139
desc,OG0005824,1143,830,386,43,590,173,242,134,480,594,382,219,410,1374,552,536,1408,1381,2330,204,377,316,536,654,736,225,303
desc,OG0003057,996,637,523,10,0,257,561,1071,715,0,608,1183,760,1569,938,1085,820,994,0,436,596,688,609,321,273,921,317
desc,OG0005825,6597,8935,1438,3248,2504,403,2486,1689,953,3422,1245,38,382,10581,4146,3475,12220,2319,1658,1037,5700,4310,2499,2339,38,1325,118
desc,OG0004088,514,1510,641,137,0,563,1558,1577,1009,2525,858,525,545,1327,544,415,5189,931,983,834,1281,1559,819,570,21,1001,687
desc,OG0002800,1807,118,1036,36,131,646,714,386,1067,2428,1070,307,764,3230,1914,1095,182,970,1656,880,1223,1265,1063,799,978,966,597
desc,OG0004728,1074,4311,698,409,3669,598,1853,2787,1689,8359,2331,848,890,4181,637,3847,3021,2691,2002,1503,1577,1819,793,1405,1163,2756,0
desc,OG0006216,4353,1827,656,179,420,1166,804,1176,1707,4870,3852,526,633,2559,1841,1797,1650,1679,1428,1206,2783,6346,1405,1070,2004,3167,2777
desc,OG0004033,2492,1160,59,0,58,501,621,2375,806,2502,1153,225,305,1529,1096,2076,404,2155,849,1076,840,548,377,274,257,1246,1366
desc,OG0004721,289,0,240,43,2039,97,291,119,65,701,361,113,8,1162,582,166,2467,753,181,226,478,342,203,224,429,464,286
desc,OG0003850,3238,1585,848,180,0,496,1232,1384,827,2416,714,1342,1310,3240,1234,1603,5430,780,1034,398,1124,1373,1037,915,906,2814,1246
desc,OG0006570,136,255,19,31,678,136,286,194,100,154,125,214,760,355,275,213,220,207,341,71,296,590,491,481,197,267,230
desc,OG0006186,2201,11135,41,259,243,1582,2749,5006,4327,4958,1515,2000,990,3574,1307,1901,3247,1146,1542,3514,1192,8230,5232,7865,4366,4315,3376
desc,OG0005665,2200,3484,420,270,291,795,1154,2126,1735,6090,2020,3613,1938,4560,5284,3740,3670,2294,1867,1479,1171,1301,724,800,1490,6554,4108
desc,OG0006600,2295,1206,187,102,3203,646,0,888,724,5608,854,893,312,1718,286,2611,1653,1068,1006,402,835,732,396,361,1463,1693,949
desc,OG0005518,1315,1962,0,42,51,393,652,1123,616,1159,1128,460,864,3298,836,818,794,973,803,327,943,785,326,298,865,723,405
desc,OG0007082,612,3421,2303,96,275,1743,0,1321,995,1184,1158,148,1030,3348,488,1515,1462,1395,1372,836,997,750,383,350,612,697,17
desc,OG0006178,1519,973,444,199,36,312,357,1077,677,2897,637,778,740,1266,1632,424,1111,972,1467,1058,1189,703,372,384,685,780,114
desc,OG0003283,1022,0,192,37,32,198,474,1122,526,4860,758,219,590,873,875,502,682,1144,884,754,594,487,846,325,547,241,421
desc,OG0003303,4365,5408,751,194,0,634,755,2841,2015,7002,4769,1412,2795,4709,1682,3401,3291,4870,2854,1731,272,1782,1010,824,1390,2540,1875
desc,OG0004168,760,447,248,237,30,244,479,447,276,2015,694,783,527,2903,977,288,4190,2813,794,673,534,526,257,634,1107,1065,2378
desc,OG0006114,3878,2835,1272,394,256,1099,1559,2731,2272,5023,1711,2409,1374,7513,12784,3143,2943,2210,2138,1644,2354,1785,1092,1037,1692,4628,2238
desc,OG0004674,1431,838,4549,32,1133,413,539,2548,1132,1356,658,335,1199,1337,3264,518,533,678,1250,425,470,1926,654,582,48,1191,217
desc,OG0007192,335,278,436,78,429,92,180,284,437,1440,311,481,112,1383,246,768,562,248,124,181,275,296,240,244,2948,940,427
desc,OG0003753,3232,1328,1166,632,147,963,2083,4845,4206,9314,3254,1892,2659,5094,2895,1030,5301,4421,4282,2100,2657,6603,3823,3867,22,4624,3915
desc,OG0005220,2240,405,471,29,69,1049,930,659,562,443,789,418,1006,652,1329,944,453,0,1149,283,1062,1586,1145,789,1152,459,13
desc,OG0003513,429,528,11,16,100,158,652,661,492,1307,626,242,257,1084,351,357,898,982,382,360,403,284,275,198,295,591,153
desc,OG0002252,1233,1044,2489,371,0,4453,832,3393,2428,4743,4012,859,3467,2827,3130,3378,1433,3157,3964,3620,2796,2724,0,1497,519,1147,315
desc,OG0006830,1468,1206,252,18,85,515,1546,1908,1808,3234,284,403,1363,1028,3154,1327,719,642,1132,467,640,2212,1353,2021,376,921,665
desc,OG0001210,186,248,678,0,627,314,641,545,234,1024,514,6510,0,899,704,919,125,348,409,242,662,1017,898,1429,11,185,12
desc,OG0003823,2213,4011,3983,364,1601,3176,1805,4189,2895,9003,5655,2436,3035,5206,5473,3307,6127,7593,5493,3028,2136,2705,2219,1735,3915,4368,109
desc,OG0003593,772,130,386,26,86,986,604,922,262,518,535,226,2278,1095,1024,530,680,740,551,314,453,730,559,459,783,413,1434
desc,OG0004106,589,42,353,103,0,820,796,1654,1638,1498,576,602,746,2444,898,526,2001,828,785,469,783,937,581,602,577,1192,670
desc,OG0004925,2672,3831,2403,0,42,590,94,2639,1922,2287,1625,743,1760,2161,1972,1338,661,1693,2103,1582,3139,358,191,346,384,313,630
desc,OG0003716,1125,158,78,0,102,355,308,1119,792,2746,1476,442,656,10564,992,795,778,1042,1861,688,917,665,463,328,467,1310,758
desc,OG0007357,198,448,624,53,3211,134,281,147,213,249,320,1126,76,696,859,2030,302,385,583,186,653,1219,333,266,7,648,4073
desc,OG0003547,2982,1444,518,107,61,383,512,2201,1801,3832,3105,677,4988,2761,355,1020,1272,4412,2751,1444,2750,978,716,665,1078,1159,915
desc,OG0002762,4100,786,21078,255,1076,639,363,1086,720,1712,1730,1324,2242,2478,3959,8310,99142,994,974,1151,162,365,264,185,5103,2057,3975
desc,OG0003731,2324,0,1001,782,1021,434,583,1823,1257,5146,1105,786,2467,3343,2170,2312,2475,1516,1966,1194,1125,1701,768,998,507,1076,1408
desc,OG0004751,2610,1583,1032,169,1707,336,867,522,586,1602,1065,3027,606,2815,264,1948,1586,1509,595,202,0,1187,756,528,186,436,974
desc,OG0004111,1119,710,358,0,90,438,462,915,1041,2222,621,803,1003,2228,1527,1649,984,1053,1260,676,2645,2241,1598,1252,830,1854,237
desc,OG0005575,870,191,1080,268,80,94,161,1010,510,1106,343,212,608,2151,1498,10099,1973,601,432,269,5287,310,243,168,523,1117,213
desc,OG0007123,1356,1906,469,259,68,1542,1559,1226,936,2901,1529,996,629,5636,26561,1139,2803,1694,1397,628,1668,1803,1048,1399,2446,5146,4546
desc,OG0004222,1848,1810,234,536,761,658,949,1804,1432,3534,1225,4543,627,14903,1652,2571,7873,1182,1347,788,1705,1578,1056,1090,2373,8088,1896
desc,OG0004159,1230,495,330,58,0,217,581,642,502,1184,402,2478,350,2730,3341,409,1159,389,605,489,944,1445,500,748,327,1188,651
desc,OG0005643,269,1548,165,160,737,364,695,1071,838,1609,544,2390,99,2502,717,918,2679,770,842,274,806,1043,586,466,335,11221,1996
desc,OG0005488,1580,1426,1762,122,0,761,590,2660,842,5107,1842,385,1542,1633,1387,1664,716,2640,1821,909,1176,1379,901,1405,341,532,525
desc,OG0004500,2877,1001,1747,146,79,774,1260,752,526,2860,767,1251,125,2313,1919,1052,1878,1278,989,1019,1545,1387,887,639,11,2662,796
desc,OG0007299,516,1828,88,12,538,528,160,282,161,580,732,223,330,160,0,843,554,562,571,156,1077,311,120,136,132,92,104
desc,OG0004623,339,188,46,14,46,447,329,860,796,1014,188,67,980,1428,317,195,46,138,270,113,1809,351,231,219,845,438,261
desc,OG0006315,891,1088,1008,168,84,639,203,1004,809,3168,1856,1128,387,2022,717,1499,2623,2265,2168,1280,1202,891,639,548,99,748,193
desc,OG0004524,7051,1387,456,162,232,647,555,2019,1046,7030,2287,2232,932,5114,1829,3795,1762,10040,5521,875,1541,2457,1937,896,1153,1369,784
desc,OG0004811,3637,1629,520,217,2106,1399,0,3080,1272,7724,2556,1830,1362,4185,0,3729,1166,4902,4717,3374,2325,961,1412,1140,907,2737,1430
desc,OG0005565,423,1510,299,10,104,297,1099,945,969,2370,788,411,752,1254,3661,950,746,2335,2202,417,89,812,475,634,1062,1115,1229
desc,OG0007054,617,1797,493,337,256,314,985,1667,1192,1316,513,587,749,4275,1115,2488,3948,1096,350,417,1599,1253,839,847,1478,3346,5376
desc,OG0005719,3776,5263,343,276,182,498,1520,1415,1506,2824,958,564,196,2669,3389,2755,2449,2737,2756,1451,1720,4663,2149,2505,9,3745,1208
desc,OG0006497,1056,758,194,25,1559,510,568,679,380,596,403,96,236,752,718,785,222,448,450,464,112,12,329,226,821,251,767
desc,OG0006257,1067,943,719,192,275,201,754,651,552,802,1020,1180,269,3182,1289,1100,1800,1299,1507,884,996,661,517,387,578,2874,1488
desc,OG0003738,1360,1370,806,214,293,1160,1198,881,856,2505,571,779,330,2509,1582,6681,1062,1207,993,806,1524,2011,2156,1529,1085,1518,1340
desc,OG0007314,305,515,123,32,100,165,514,244,96,414,209,232,63,555,496,1010,421,494,830,168,292,213,122,126,373,1244,336
desc,OG0003326,1098,497,18,457,151,459,634,446,465,2244,811,882,236,2257,535,927,1486,780,654,546,1624,560,601,507,428,805,1575
desc,OG0003824,619,193,677,46,65,580,312,360,471,1356,1193,131,182,725,709,334,678,1055,904,681,568,372,226,292,35,355,368
desc,OG0005205,632,236,0,41,37,222,327,445,118,494,270,152,787,757,1730,527,131,612,118,186,364,359,511,350,422,409,107
desc,OG0004444,949,33,0,398,36,283,486,455,481,2021,966,551,390,1311,1755,868,1612,812,785,529,1258,1229,670,499,22,1301,128
desc,OG0007106,3701,3236,878,244,352,1009,0,1944,1728,5024,2696,614,951,3625,2125,4931,7303,2352,2161,1244,3157,2130,1928,2114,2813,5352,1453
desc,OG0001432,647,1367,105,23,1430,985,936,954,857,1106,1516,126,5320,1355,488,1060,335,1414,1466,606,1121,1331,982,763,339,676,155
desc,OG0001999,137,252,204,13,122,211,972,546,416,1084,476,61,560,6225,2261,805,495,344,275,159,335,773,670,515,1350,834,1084
desc,OG0003649,582,2210,5469,205,2345,910,1311,2146,1222,1908,936,1511,774,1638,3419,1753,4820,761,722,353,2008,1042,515,2003,1932,2433,1224
desc,OG0003499,4264,1859,0,367,2810,1234,3251,3830,2765,5164,1973,1716,2107,4910,1576,2506,2774,3010,4995,3038,1384,1217,2258,890,13,959,4106
desc,OG0003488,7045,1387,1240,551,55,2911,1749,289,5804,9826,6538,3141,3966,6156,2501,2891,2431,6280,8459,2516,2952,2948,2287,1693,3893,0,2039
desc,OG0000757,2758,1645,684,17,6690,748,222,482,354,186,820,476,230,1138,228,743,2736,1004,2681,592,245,183,208,172,1458,500,458
desc,OG0003093,3592,122,65,48,441,56,792,83,60,9,82,23,46,775,475,28,777,230,93,56,977,608,417,592,200,501,138
desc,OG0002567,17680,21993,2828,1118,17465,2112,1307,6363,2674,8376,3778,6288,6696,12482,5227,12817,5052,5143,7676,1325,4762,2802,2023,1926,7682,17560,17894
desc,OG0005589,4184,1197,340,0,22,357,1011,1134,741,1500,694,1971,705,945,2007,989,745,708,1254,572,1798,949,1140,676,6,926,260
desc,OG0006329,8693,5045,1669,232,230,1282,2058,3511,2876,11331,2474,2005,2334,6738,3747,6736,10973,4059,2668,1609,3586,4960,3400,3428,3121,1990,2671
desc,OG0000523,1086,1428,858,0,358,1323,1731,2784,1926,9143,1994,679,1480,5029,2580,1983,407,2383,2527,1672,2622,3752,2104,1899,1219,2612,485
desc,OG0004238,1102,21,379,132,122,181,428,173,122,197,222,602,85,2055,1488,311,696,250,284,140,241,771,743,0,9,566,9
desc,OG0007035,1046,401,475,348,1327,553,209,604,611,3273,781,2729,1180,4568,4027,1062,5506,2040,1466,1026,1339,1364,744,1169,49,435,951
desc,OG0002258,206,1150,1651,288,28,96,193,2322,1511,2992,678,2764,253,6576,1960,818,3200,943,818,806,3134,1918,3853,1347,3866,2540,1908
desc,OG0000769,500,10725,889,238,4159,28170,1266,6919,7738,788,21860,3558,281,2220,670,5673,5043,28659,20147,9168,808,1183,1340,476,13,1929,5089
desc,OG0004644,275,120,16,0,600,96,455,160,278,566,332,67,166,1105,517,400,349,694,387,359,451,364,194,128,379,780,247
desc,OG0004575,3574,1154,698,0,39,1400,2037,1745,744,4092,1793,577,738,1350,2454,2416,612,2282,1850,740,932,3010,1153,764,134,1051,3610
desc,OG0004969,4521,760,1685,369,267,826,812,894,529,2054,744,1094,430,2598,499,1444,1508,1646,1788,1576,1835,755,1050,970,711,1330,1318
desc,OG0003355,2239,1539,408,103,904,673,180,608,519,742,700,69,292,3006,575,2688,2377,130,467,462,1402,990,714,1516,1594,3629,2324
desc,OG0000274,724,1046,588,33,703,1096,279,1562,1172,972,1785,1603,936,2324,1151,1416,3057,1432,1491,1156,1076,505,1031,816,518,748,1172
desc,OG0006664,11322,446,120,54,1049,129,630,372,471,1065,256,703,1086,680,728,1018,1455,580,1346,192,533,279,205,212,1274,1139,1015
desc,OG0006283,429,589,182,442,859,554,1364,420,340,592,305,307,320,1417,1108,430,2595,379,468,290,538,495,548,249,1669,313,457
desc,OG0005998,1225,621,159,48,268,645,256,425,386,353,1891,382,802,692,519,2581,1030,412,408,243,598,162,99,77,401,1033,751
desc,OG0003352,2648,1105,174,176,586,669,754,1430,1150,1326,936,1329,1591,1788,619,2236,1092,1187,892,626,3853,825,699,274,620,1072,347
desc,OG0003015,471,290,247,11,2514,722,383,1265,649,0,414,300,766,2100,341,504,353,487,465,276,1244,935,1046,582,403,429,254
desc,OG0002109,13657,11785,26240,5548,617,4390,3695,11831,8910,26890,3610,18737,3276,32957,12624,15409,15559,7382,2860,5279,11360,8086,4453,5786,12826,32564,33504
desc,OG0005522,5004,2189,1105,984,366,818,1208,1536,1532,7063,2323,1569,388,8317,4298,1943,1296,1671,3077,727,1410,2644,1682,1788,1579,2710,752
desc,OG0003293,855,267,0,0,420,188,654,634,515,4188,687,52,371,3889,313,715,3270,841,774,664,358,1280,915,919,455,2462,622
desc,OG0004438,1379,918,1911,330,99,2571,668,1878,1425,3888,1218,2957,506,2901,1777,1039,1622,1074,1853,1034,2534,1538,1060,0,25,1066,1715
desc,OG0005724,1862,2835,503,160,1234,898,601,1928,1565,4784,2088,1641,784,3484,2215,2848,4891,1461,1868,1071,1499,959,701,689,1411,2971,1347
desc,OG0007199,205,440,176,13,1224,138,659,564,340,651,293,510,1005,1552,1695,323,1029,213,567,293,354,446,351,170,607,1356,851
desc,OG0006190,1075,977,513,98,318,776,1005,1519,533,2426,968,359,2209,2464,1527,619,1345,1089,891,460,1264,835,737,806,1546,1556,2062
desc,OG0003003,9533,1548,1336,1223,0,2353,1826,3260,2562,5468,2336,1035,2472,2768,6158,4816,2221,2684,2814,1576,2063,3180,2033,2005,1040,790,414
desc,OG0007136,415,93,617,166,3867,65,310,96,72,1056,125,939,44,1428,710,261,3481,225,370,286,940,494,288,196,440,2113,1000
desc,OG0000921,6292,3230,1105,313,23,1622,1123,5211,3044,4634,2526,1111,2737,2597,1468,5342,1908,9698,3600,1775,0,2450,1836,1561,893,2924,539
desc,OG0005175,3169,20590,2093,311,2168,2823,3411,3957,3613,2079,9857,1602,1205,4047,3054,9957,2517,6073,5877,3516,3004,3143,2848,2756,1452,877,56
desc,OG0004425,9643,1645,175,12,55,2031,1122,3858,2393,10230,4738,550,3293,3209,6279,3241,185,4642,3877,2115,2462,1695,1220,1045,342,2351,596
desc,OG0002497,537,1108,23869,1407,0,1530,3248,1003,913,3636,1203,3736,206,2865,2102,1495,8643,2374,1935,2461,3203,3201,1932,2100,1585,614,382
desc,OG0006243,289,152,16,24,37,197,640,410,380,2026,163,28,417,710,543,502,1132,227,353,295,421,1404,1006,979,42,330,938
desc,OG0004209,2155,4479,958,10,196,1015,1971,3014,2183,3061,2403,59,3675,704,976,3965,328,3866,4566,839,2184,1419,1156,947,4225,1594,1667
desc,OG0003260,1102,305,404,58,0,438,635,1298,682,2997,646,381,616,1155,0,727,700,2737,869,284,606,661,467,232,2031,1626,785
desc,OG0004911,19165,8342,1661,342,77,3916,4085,9379,8374,20798,6507,700,6344,2756,14955,9221,2625,6589,12076,5395,7187,4251,2015,1680,13117,11189,8399
desc,OG0004523,2392,232,706,0,309,336,1000,957,829,1230,662,7,222,856,1163,1112,550,800,550,471,2982,940,647,456,56,697,76
desc,OG0000396,2961,310,491,0,53,273,547,1416,610,1978,1172,129,563,1299,155,851,1657,993,864,685,687,507,166,331,517,1427,897
desc,OG0007138,343,351,265,19,740,387,611,400,356,510,398,705,112,2905,609,2263,437,457,854,314,278,347,351,243,403,817,904
desc,OG0006551,1803,756,1877,233,201,970,160,626,462,1768,733,374,222,2999,1260,1114,921,615,610,293,1545,818,485,680,4156,9069,4969
desc,OG0002680,4227,222,2723,1084,238,1312,1203,2696,1613,2225,2237,1782,1632,6631,4247,1560,2399,3794,2124,1374,1550,1711,2027,1577,1836,1019,609
desc,OG0000820,2754,408,920,441,811,997,2172,1517,1467,10904,2151,2123,340,17603,1059,1607,2154,2472,1488,1032,7198,4995,3841,3570,2296,8529,4617
desc,OG0006607,285,472,705,172,623,543,88,433,276,270,2068,586,27,719,90,839,1846,1212,3816,987,310,252,102,80,728,286,719
desc,OG0005946,511,348,158,16,1761,60,395,306,244,374,217,503,716,1416,189,504,1130,212,165,124,124,250,77,101,68,553,549
desc,OG0006149,1935,1788,769,795,5811,598,817,2498,1915,1476,1504,1450,798,12481,827,2592,4053,1860,5072,1858,2718,2202,1764,1604,2239,1926,595
desc,OG0006374,836,300,325,15,40,111,332,666,426,346,833,315,248,802,298,230,800,1314,572,162,265,190,156,154,235,301,445
desc,OG0002576,1784,2121,366,154,999,458,180,0,933,677,314,577,1037,1269,2620,485,933,432,429,350,137,572,207,124,1238,1177,692
desc,OG0006202,737,358,141,16,99,232,314,805,726,1196,746,521,134,1313,500,1164,1018,1504,469,416,577,539,401,328,171,370,409
desc,OG0007383,2198,3645,818,129,218,452,208,1075,605,498,891,345,443,1707,193,2371,1406,802,932,352,400,270,187,149,617,685,767
desc,OG0003320,637,158,113,10,24,147,551,720,360,1731,488,136,302,1242,0,528,617,672,369,344,412,585,314,232,699,1448,458
desc,OG0005517,611,679,221,0,0,279,438,979,582,2864,1470,299,356,1649,2777,1483,637,1200,922,750,644,717,587,526,666,650,629
desc,OG0004166,518,810,42,0,29,383,248,557,334,334,752,89,271,817,715,727,550,1648,747,414,546,356,187,195,468,443,343
desc,OG0003645,112,187,44,23,531,21,0,128,154,144,93,16,46,447,354,131,371,69,51,99,350,206,747,175,472,827,124
desc,OG0007011,1745,934,361,57,973,233,836,1116,695,2320,652,225,444,1856,1983,1028,1059,706,524,408,1197,1004,606,578,1013,819,1975
desc,OG0006629,1320,1335,471,376,1850,267,254,608,621,945,713,1054,921,958,718,2011,942,962,837,498,856,314,260,608,772,1501,799
desc,OG0005954,127,379,52,42,3113,50,284,194,109,183,92,328,628,1122,344,346,995,88,136,101,275,260,189,187,640,961,484
desc,OG0004137,3759,3389,165,382,0,742,311,2476,1798,2064,569,868,1594,1913,989,3593,381,5252,1342,827,1552,571,427,216,36,1713,677
desc,OG0006546,877,1398,463,329,1569,219,411,625,485,1466,604,842,138,3326,235,1544,1817,470,559,306,602,457,315,393,984,666,562
desc,OG0004611,1385,1338,99,52,529,167,505,1120,666,1414,870,187,866,864,1639,903,475,1137,1546,522,1139,925,807,630,394,1111,1061
desc,OG0006538,11,905,131,34,371,182,53,366,478,258,247,454,310,415,1991,241,385,135,150,253,379,424,304,215,89,110,628
desc,OG0005193,95,1343,262,54,0,390,224,134,408,1056,493,998,118,684,701,710,2915,227,300,125,140,407,281,183,780,414,307
desc,OG0003322,876,4117,172,27,0,359,372,954,546,1048,690,779,667,851,452,812,1119,405,2065,707,290,961,534,484,11,813,333
desc,OG0003329,1817,1327,603,146,69,584,472,1486,1167,4096,1872,829,1432,2199,1969,1788,995,2240,2317,1072,748,1204,982,343,1097,1084,916
desc,OG0007256,1784,2430,251,173,475,1116,537,2638,989,3092,1441,632,340,624,841,2535,4186,1773,1548,1080,222,1591,842,688,1182,1154,113
desc,OG0002402,3250,399,893,0,78,556,0,1609,1308,1356,0,1131,1608,2649,2102,1009,841,1813,1756,1010,3505,1002,666,478,58,963,342
desc,OG0007340,5012,808,3600,314,1881,190,734,536,193,192,245,731,170,5520,2126,2361,2753,372,486,243,574,1894,1404,1249,2488,1153,960
desc,OG0003815,752,699,0,7,49,688,570,1684,1271,1102,867,257,783,1996,323,671,596,1429,1005,496,1035,1304,932,728,229,614,260
desc,OG0000222,23462,32140,3743,2089,6524,8276,3091,7547,0,19412,17412,34604,5504,51204,19538,45844,95122,13824,13678,9463,5550,1549,1273,1308,13584,26155,18761
desc,OG0000580,855,1460,85,155,1340,1616,555,1297,1327,5585,1872,449,629,0,1559,2722,1984,2021,1556,1314,732,7043,2831,3552,791,2691,1203
desc,OG0000832,99918,44199,20588,8744,23967,20256,8267,24319,27534,44735,50906,17264,58966,60059,0,47119,12457,37727,47150,10598,29252,7708,4876,6457,50023,83303,78794
desc,OG0000887,6778,5674,11452,789,7515,707,2032,4026,6900,4258,3293,4568,1094,8923,4580,5310,5452,2,1664,1593,2134,5114,2462,3031,9924,14943,9386
desc,OG0001499,115,0,0,11,119,75,728,504,145,593,255,0,147,949,2356,192,2409,214,335,326,937,820,575,561,548,966,416
desc,OG0001503,488,260,51,0,74,184,591,1019,482,1684,852,50,442,1211,2004,556,1467,1322,1479,805,597,463,771,503,7,561,950
desc,OG0001543,501,29,74,19,332,360,908,516,1430,0,323,173,734,2846,4249,417,345,612,943,566,1316,1168,824,769,639,1588,736
desc,OG0001600,3007,0,1621,474,180,2457,1260,4463,2738,5156,3292,1066,471,7089,5252,2549,4678,4076,6180,3430,4190,2361,1723,995,524,1239,1337
desc,OG0001860,51,87,0,13,41,0,216,205,0,0,27,13,10,1099,714,61,614,78,90,59,712,670,382,319,351,401,521
desc,OG0002017,1838,2586,1105,235,175,3772,896,1249,1630,0,1008,1188,580,1433,0,2413,1526,1192,1109,436,747,1976,1168,1172,981,633,496
desc,OG0002346,2164,1055,1622,189,1696,1414,6871,3204,1793,19506,0,916,1673,0,3480,0,1279,0,5560,1768,2526,3969,3775,3660,1611,2010,1220
desc,OG0002432,1517,5146,1406,718,999,1561,2698,4825,5069,6766,5572,13668,2560,7446,2202,8411,21138,5945,3685,2387,4287,7010,6993,4122,1484,5012,3256
desc,OG0002570,79128,69331,6399,3143,6138,2329,4720,6037,4480,12092,6031,3455,6541,29922,9909,67172,9752,3924,9796,2970,12158,7857,3989,9370,77150,57328,28739
desc,OG0002895,23350,27692,16744,5023,39827,2874,2605,4554,4094,7874,4147,12237,3578,22762,7850,19131,9750,5262,4447,2117,7659,6738,4835,4171,18453,43394,35096
desc,OG0003362,1271,2927,362,0,437,262,277,929,816,720,847,358,512,769,701,432,454,1002,2438,1210,575,0,505,538,277,258,107
desc,OG0003567,528,0,1278,325,42,1355,1246,2653,1338,13419,2440,695,2040,2226,2000,2034,1219,4394,6405,2566,6809,2807,1925,1491,19,1708,101
desc,OG0003617,2016,799,4629,100,31,187,276,624,452,1448,321,0,595,2996,0,585,1491,361,501,259,1315,254,210,363,787,1278,630
desc,OG0003912,2744,8094,285,117,0,1541,118,2642,1579,3333,3191,575,1168,1630,1277,3776,2562,4134,498,3408,853,1195,874,772,627,990,2536
desc,OG0004035,10460,898,5280,203,0,1345,1188,1774,1019,2728,1543,559,441,1754,3159,1830,1385,1850,2357,1186,2286,3402,3202,2178,23,1210,0
desc,OG0004555,2010,266,181,14,653,218,314,1622,933,1894,865,227,825,275,1153,1227,1047,768,610,855,3062,1130,656,784,352,620,523
desc,OG0004626,1286,554,423,0,2428,990,396,2586,1682,1812,1757,1540,1212,1083,1595,1929,2604,2558,3089,1537,771,905,466,321,1645,1319,1638
desc,OG0004793,6452,11461,13345,60,1769,500,663,2662,1522,1348,1272,213,1238,527,2556,5480,1383,2562,1787,902,5086,192,87,125,436,760,575
desc,OG0004794,927,1194,413,0,258,230,453,474,309,606,509,417,67,414,595,1669,483,607,587,229,2069,328,295,251,442,235,223
desc,OG0005361,329,74,375,18,278,247,200,1021,676,325,320,203,3581,1686,930,362,258,671,599,301,687,430,317,288,650,862,125
