TranscriptID	gafu<1>	neva<2>	enqua<3>	hemag<4>	stgag<5>	sthad<6>	hehe<7>	stmer<8>	heau<9>	hecri<10>	mado<11>	acte<12>	ando<13>	oula<14>	chfle<15>	chfus<16>	sama<17>	cyca<18>	neno<19>	hyva<20>	<21>	<22>	<23>	<24>	<25>	<26>	<27>	<28>	<29>	<30>	<31>	<32>	<33>	<34>	<35>	<36>	<37>	<38>	<39>
OG0004934	[16-16]	[6-6]	[10-10]	[19-19]	[15-15]	[17-17]	[21-21]	[20-20]	[16-16]	[18-18]	[14-14]	[5-5]	[15-15]	[8-8]	[1-1]	[2-2]	[3-3]	[2-2]	[4-4]	[22-22]	[2.72941-19.8791]	[5.07238-28.8519]	[5.07238-23.5632]	[8.88729-22.0174]	[9.55131-22.7777]	[11.4131-28.8519]	[9.55131-29.8381]	[7.96878-31.9091]	[9.55131-43.0907]	[7.1356-19.2115]	[9.2139-27.8974]	[8.57112-32.9962]	[3.99656-17.3339]	[4.50827-25.2129]	[1.36612-11.8231]	[0.195722-5.91539]	[1.01124-6.14384]	[0.766058-5.27297]	[0.824398-5.69426]
OG0004801	[18-18]	[6-6]	[4-4]	[11-11]	[15-15]	[6-6]	[14-14]	[14-14]	[13-13]	[16-16]	[5-5]	[3-3]	[2-2]	[4-4]	[1-1]	[3-3]	[2-2]	[1-1]	[4-4]	[6-6]	[1.60843-13.6033]	[3.53239-21.2813]	[2.97987-15.0989]	[4.50827-11.8231]	[5.27297-12.6843]	[7.1356-18.5652]	[5.48019-17.9395]	[4.50827-19.8791]	[6.37983-29.8381]	[3.38746-9.89986]	[5.91539-17.9395]	[7.40435-27.8974]	[1.07768-6.62361]	[0.766058-7.40435]	[0.453174-7.40435]	[0.120472-5.48019]	[0.766058-5.48019]	[0.453174-4.33213]	[0.824398-5.69426]
OG0004357	[20-20]	[6-6]	[9-9]	[13-13]	[15-15]	[17-17]	[16-16]	[15-15]	[21-21]	[12-12]	[2-2]	[4-4]	[8-8]	[15-15]	[9-9]	[6-6]	[14-14]	[5-5]	[35-35]	[63-63]	[5.69426-36.4778]	[4.69023-26.9733]	[4.16162-19.8791]	[6.87545-17.3339]	[7.40435-17.3339]	[9.55131-24.3746]	[8.26506-26.9733]	[7.96878-31.9091]	[7.1356-32.9962]	[4.8782-13.6033]	[4.69023-15.0989]	[8.26506-30.8568]	[3.68212-16.1801]	[4.50827-25.2129]	[7.68198-46.0518]	[4.16162-27.8974]	[6.14384-24.3746]	[3.53239-15.0989]	[4.33213-19.2115]
OG0007256	[6-6]	[2-2]	[24-24]	[43-43]	[40-40]	[78-78]	[4-4]	[67-67]	[41-41]	[46-46]	[1-1]	[7-7]	[22-22]	[16-16]	[38-38]	[3-3]	[65-65]	[21-21]	[18-18]	[160-160]	[8.57112-50.8705]	[4.33213-25.2129]	[6.14384-27.8974]	[15.0989-36.4778]	[15.6307-35.2794]	[24.3746-58.0716]	[29.8381-89.1297]	[28.8519-108.536]	[10.2599-46.0518]	[8.88729-23.5632]	[8.57112-26.0788]	[22.7777-83.4576]	[6.87545-26.9733]	[8.26506-41.6808]	[17.9395-98.36]	[9.2139-56.1826]	[8.88729-34.1193]	[8.88729-34.1193]	[7.40435-30.8568]
OG0005581	[8-8]	[5-5]	[2-2]	[6-6]	[7-7]	[5-5]	[8-8]	[11-11]	[14-14]	[9-9]	[5-5]	[5-5]	[1-1]	[4-4]	[1-1]	[2-2]	[3-3]	[2-2]	[1-1]	[2-2]	[0.654916-8.88729]	[2.06869-14.0857]	[2.06869-11.4131]	[3.11134-8.57112]	[3.83678-9.89986]	[4.33213-11.8231]	[3.11134-11.0161]	[2.61015-12.6843]	[4.33213-20.5688]	[2.97987-9.2139]	[4.8782-15.0989]	[5.69426-22.0174]	[1.07768-6.62361]	[0.361722-5.91539]	[0.084642-4.8782]	[0.084642-4.69023]	[0.406705-4.33213]	[0.766058-5.27297]	[0.824398-5.69426]
OG0006729	[6-6]	[12-12]	[6-6]	[8-8]	[8-8]	[11-11]	[5-5]	[15-15]	[8-8]	[10-10]	[5-5]	[3-3]	[2-2]	[5-5]	[1-1]	[3-3]	[4-4]	[5-5]	[3-3]	[19-19]	[1.97056-15.6307]	[2.72941-17.3339]	[3.38746-17.3339]	[3.99656-11.0161]	[4.33213-10.6319]	[5.69426-14.5841]	[4.8782-16.1801]	[4.50827-19.2115]	[4.16162-20.5688]	[2.85261-8.57112]	[4.16162-13.1364]	[4.33213-17.9395]	[1.21721-6.87545]	[0.946923-8.26506]	[1.52502-12.6843]	[0.361722-7.1356]	[1.44428-7.96878]	[1.6946-8.57112]	[1.36612-7.68198]
OG0006801	[4-4]	[0-0]	[5-5]	[2-2]	[4-4]	[9-9]	[2-2]	[3-3]	[6-6]	[5-5]	[2-2]	[1-1]	[1-1]	[1-1]	[1-1]	[2-2]	[1-1]	[2-2]	[2-2]	[5-5]	[0.235221-6.62361]	[0.453174-6.37983]	[0.406705-4.8782]	[1.78361-5.48019]	[1.60843-4.8782]	[1.97056-6.14384]	[2.06869-8.26506]	[2.72941-12.6843]	[0.766058-6.37983]	[1.07768-4.16162]	[2.06869-7.40435]	[2.49471-11.4131]	[0.0499578-2.72941]	[0.0499578-3.24716]	[0.195722-6.37983]	[0.0499578-4.69023]	[0.361722-4.33213]	[0.318177-3.99656]	[0.195722-3.83678]
OG0005277	[39-39]	[2-2]	[15-15]	[17-17]	[85-85]	[43-43]	[21-21]	[16-16]	[35-35]	[42-42]	[10-10]	[11-11]	[20-20]	[28-28]	[11-11]	[14-14]	[85-85]	[37-37]	[50-50]	[21-21]	[8.26506-49.2118]	[7.40435-40.316]	[5.91539-27.8974]	[15.0989-36.4778]	[16.7476-38.9948]	[19.2115-46.0518]	[22.7777-68.4947]	[30.8568-119.753]	[8.26506-37.7159]	[13.6033-35.2794]	[14.5841-41.6808]	[19.8791-73.1619]	[9.2139-36.4778]	[10.6319-52.584]	[9.89986-56.1826]	[10.2599-62.0388]	[20.5688-78.1425]	[18.5652-68.4947]	[17.9395-68.4947]
OG0006229	[0-0]	[9-9]	[12-12]	[16-16]	[10-10]	[11-11]	[16-16]	[20-20]	[25-25]	[19-19]	[9-9]	[11-11]	[11-11]	[23-23]	[6-6]	[26-26]	[19-19]	[58-58]	[32-32]	[81-81]	[4.8782-30.8568]	[1.97056-13.6033]	[5.69426-26.9733]	[8.88729-22.7777]	[9.55131-22.7777]	[8.88729-22.7777]	[6.62361-22.0174]	[5.07238-21.2813]	[8.57112-38.9948]	[9.55131-25.2129]	[9.55131-27.8974]	[11.4131-41.6808]	[7.1356-27.8974]	[6.87545-36.4778]	[11.8231-68.4947]	[7.1356-43.0907]	[16.7476-62.0388]	[16.7476-62.0388]	[11.0161-44.5472]
OG0003815	[17-17]	[7-7]	[9-9]	[6-6]	[8-8]	[14-14]	[8-8]	[7-7]	[14-14]	[12-12]	[3-3]	[4-4]	[5-5]	[5-5]	[16-16]	[2-2]	[5-5]	[2-2]	[4-4]	[5-5]	[2.61015-18.5652]	[3.68212-22.0174]	[3.11134-16.1801]	[4.69023-12.2467]	[4.69023-11.4131]	[5.07238-13.6033]	[4.69023-16.1801]	[5.07238-22.0174]	[3.11134-16.1801]	[3.68212-10.6319]	[4.50827-14.5841]	[6.62361-25.2129]	[1.97056-9.89986]	[1.78361-12.2467]	[1.87557-14.5841]	[1.97056-15.6307]	[1.21721-6.87545]	[1.01124-6.14384]	[1.21721-7.40435]
